id,year,date_start,country,region,conflict_name,dyad_name,side_a,side_b,where_description,latitude,longitude,deaths_a,deaths_b,deaths_civilians,best,type_of_violence,source_headline
624719,2026,2026-03-15,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,nuns' neighborhood - Nabatieh,33.37717,35.48383,0,0,4,7,1,"14 martyrs in the toll of raids on Haret Saida, Qatrani, and the nuns' quarter in Nabatieh, and an Israeli raid that targeted an apartment in the Sharhabil area"
622699,2026,2026-03-15,Israel,Middle East,Israel: Palestine,Government of Israel - Hamas,Government of Israel,Hamas,"Al-Sawarha area, west of the Nuseirat camp",31.447656,34.392875,0,1,2,3,1,"Four martyrs and several wounded in Israeli shelling in central and southern Gaza Strip;Israel Escalates Killings and Siege in Gaza as Part of Ongoing Genocidal Acts;Humanitarian Situation Report | 19 March 2026;Spotlight on Terrorism – March 2026;Palestinian reports: 3 killed in IDF strike in Gaza, including pregnant woman"
621335,2026,2026-03-15,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,village of Khiam in southern Lebanon,33.331944,35.606111,0,43,0,43,1,Hezbollah terrorists who were eliminated in the village of Khiam in southern Lebanon
622703,2026,2026-03-15,Israel,Middle East,Israel: Palestine,Government of Israel - Hamas,Government of Israel,Hamas,"Salah al-Din Street in the central Gaza Strip, near the entrance to al-Zawaydah village",31.428439,34.36595,0,8,0,8,1,"Eight martyrs in an Israeli airstrike targeting a vehicle on Salah al-Din Street in the central Gaza Strip;Israel Escalates Killings and Siege in Gaza as Part of Ongoing Genocidal Acts;Spotlight on Terrorism and the Israeli-Palestinian Conflict (March 10-17, 2026);Humanitarian Situation Report | 19 March 2026;Spotlight on Terrorism – March 2026;EIGHT PEOPLE KILLED IN AN AIRSTRIKE THAT TARGETED A POLICE VEHICLE IN GAZAMEDICS;Eight killed in an airstrike targeting police vehicle in Gaza, medics say"
622698,2026,2026-03-15,Israel,Middle East,Government of Israel - Civilians,Government of Israel - Civilians,Government of Israel,Civilians,"town of Tammun, south of Tubas",32.284167,35.385833,0,0,3,4,3,"A Palestinian man, his wife, and their two children were killed by Israeli occupation forces in Tammoun.;Spotlight on Terrorism and the Israeli-Palestinian Conflict (March 10-17, 2026);The Israeli military killed a Palestinian couple and two of their children in the West Bank last night;IDF kills Palestinian mother, father and 2 children in West Bank;Palestinian ministry says Israeli troops kill 2 children, parents in West Bank"
626931,2026,2026-03-15,Israel,Middle East,XXX666 - XXX666,XXX666 - XXX666,XXX666,XXX666,ramla,31.933333,34.866667,0,0,0,1,2,69 murders in 75 days: 20-year-old motorcyclist shot to death in Ramla
624053,2026,2026-03-15,Syria,Middle East,XXX652 - Civilians,XXX652 - Civilians,XXX652,Civilians,Hazier junction in Al-Raqqa countryside,36.0,38.933333,0,0,1,1,3,Security chaos | Civilian shot de*ad by unidentified gunmen in Al-Raqqa
622702,2026,2026-03-15,Lebanon,Middle East,Israel: Palestine,Government of Israel - Hamas,Government of Israel,Hamas,Sharhabil area of ​​Sidon,33.559932,35.375636,0,1,0,1,1,"The death toll from the Israeli bombing of southern Lebanon has risen to 14 martyrs, including children.; Israel eliminates 3 Hamas members operating in Lebanon;Today: Israel eliminated Hamas terrorist Wissam Taha in a targeted strike in Lebanon"
626653,2026,2026-03-15,Iraq,Middle East,XXX645,"Government of Iraq - Government of Israel, Government of United States of America",Government of Iraq,"Government of Israel, Government of United States of America",city of al-Qaim,34.368367,41.162221,8,0,0,8,1,"AIRSTRIKES HIT IRAQ’S POPULAR MOBILISATION FORCES POSITIONS IN AL-QAIM ON
SYRIAN BORDER, KILL FOUR FIGHTERS - SECURITY SOURCES;Strike kills at least four Iraqi fighters near Syria border: security sources;Strike kills six Iraqi fighters near Syria border;Urgent: 6 Iraqi paramilitary members killed in Israeli airstrike;1st LD Writethru: 6 Iraqi paramilitary members killed in Israeli attack;Four killed in Iraq’s Baghdad as US forces, Iran-backed groups trade fire"
624055,2026,2026-03-15,Syria,Middle East,XXX652 - Civilians,XXX652 - Civilians,XXX652,Civilians,Al-Mazarae’ garage northern of the centre of Al-Raqqa City,35.952829,39.007879,0,0,1,1,3,Security chaos | Civilian di*es after being beaten by people near Al-Mazarae’ garage in Al-Raqqa
624056,2026,2026-03-15,Syria,Middle East,XXX652 - Civilians,XXX652 - Civilians,XXX652,Civilians,Bustan Al-Qasr neighborhood,36.201241,37.161173,0,0,1,1,3,Security chaos | Man in his sixties killed and his wife seriously injured in their house in Aleppo
626652,2026,2026-03-15,Iraq,Middle East,Iran: Kurdistan,Government of Iran - PAK,Government of Iran,PAK,SULAIMANIYA IN IRAQI KURDISTAN,35.564964,45.432905,0,1,0,1,1,"THREE EXPLOSIVE DRONES HIT IRANIAN OPPOSITION CAMP EAST OF SULAIMANIYA IN
IRAQI KURDISTAN, KILL ONE FIGHTER - SECURITY SOURCES"
624722,2026,2026-03-14,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,Mefdoun in the Nabatieh district,33.344444,35.475556,0,0,0,4,1,"Ministry of Health: 4 martyrs and 5 wounded in the raid on Mefdoun, and one martyr and two wounded in the raid on Majdal Selm"
622693,2026,2026-03-14,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,"Hara Saida, southern Lebanon",33.555924,35.386696,0,0,0,4,1,23 martyrs in the occupation's bombing of areas in Lebanon
622692,2026,2026-03-14,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,town of Burj Qalawiya in the Bint Jbeil district,33.26075,35.41974,0,0,12,12,1,23 martyrs in the occupation's bombing of areas in Lebanon
622691,2026,2026-03-14,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,nuns' quarter in Nabatieh province,33.37717,35.48383,0,0,0,7,1,23 martyrs in the occupation's bombing of areas in Lebanon
624724,2026,2026-03-14,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,Nabaa area in Beirut,33.871944,35.509722,0,0,0,1,1,Ministry of Health: One martyr and four wounded as a result of the Israeli raid on the Nabaa area in Beirut
624723,2026,2026-03-14,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,Majdal Selm- Marjeyoun district,33.223409,35.468941,0,0,0,1,1,"Ministry of Health: 4 martyrs and 5 wounded in the raid on Mefdoun, and one martyr and two wounded in the raid on Majdal Selm"
622695,2026,2026-03-14,Israel,Middle East,Israel: Palestine,Government of Israel - Hamas,Government of Israel,Hamas,"Maghazi camp, in the central Gaza Strip.",31.421358,34.385375,0,0,1,1,1,A Palestinian woman was killed by Israeli fire in the Maghazi refugee camp in the central Gaza Strip.
624064,2026,2026-03-14,Syria,Middle East,XXX652 - XXX652,XXX652 - XXX652,XXX652,XXX652,Al-Ferdous neighbourhood in Aleppo City,36.201241,37.161173,0,0,0,1,2,Affected by wounds | Civilian kil*led following fight in Al-Ferdous neighbourhood in Aleppo
624070,2026,2026-03-14,Syria,Middle East,IS - Civilians,IS - Civilians,IS,Civilians,Ras Al-Ain city in northern Al-Hasakah countryside,36.850336,40.070555,0,0,1,1,3,Dumping his body in Ras Al-Ain | ISIS executes young man from Al-Dashishah town in Al-Hasakah countryside
626651,2026,2026-03-14,Iraq,Middle East,XXX645,"Government of Iraq - Government of Israel, Government of United States of America",Government of Iraq,"Government of Israel, Government of United States of America",Salahuddin province,34.918083,43.387067,4,0,0,4,1,"Drone attack hit UAE consulate in Iraq, injuring 2"
625193,2026,2026-03-14,Iran,Middle East,"Iran - Israel, United States of America","Government of Iran - Government of Israel, Government of United States of America",Government of Iran,"Government of Israel, Government of United States of America",industrial area of Isfahan,32.644791,51.659981,0,0,0,15,1,Missile strike on Isfahan industrial area kills 15: Iran media
626934,2026,2026-03-14,Israel,Middle East,XXX666 - XXX666,XXX666 - XXX666,XXX666,XXX666,Israeli Arab city of Nazareth,32.701944,35.303333,0,0,0,1,2,69 murders in 75 days: 20-year-old motorcyclist shot to death in Ramla
624069,2026,2026-03-14,Syria,Middle East,XXX652 - Civilians,XXX652 - Civilians,XXX652,Civilians,Homs countryside,34.466667,38.3,0,0,1,1,3,Affected by wounds | Taxi driver kil*led during armed robbery in Homs
624068,2026,2026-03-14,Syria,Middle East,XXX652 - Civilians,XXX652 - Civilians,XXX652,Civilians,near Al-Hassan School in Al-Mayadeen City in eastern Deir Ezzor countryside,35.02089,40.453455,0,0,1,1,3,Mysterious circumstances | Body of young man found stabbed with sharp object in Al-Mayadeen
624073,2026,2026-03-14,Syria,Middle East,Syria: Islamic State,Government of Syria - IS,Government of Syria,IS,road between Iblin and Al-Bara towns in the southern countryside of Idlib,35.7161,36.5192,1,0,0,1,1,Believed to be members of ISIS cell | Unidentified gunmen shoot Defence Ministry member dead in Idlib countryside
626650,2026,2026-03-14,Iraq,Middle East,XXX645,"Government of Iraq - Government of Israel, Government of United States of America",Government of Iraq,"Government of Israel, Government of United States of America",Iraq's capital Baghdad,33.340582,44.400876,4,0,0,4,1,"One killed in strike on powerful Iran-backed group in Baghdad: security source;One killed in strike on vehicle in Baghdad: security sources;THREE MEMBERS OF IRAQ'S SHI'ITE POPULAR MOBILISATION FORCES KILLED
AFTERSTRIKE IN BAGHDAD -SECURITY SOURCES;Three Iraqi PMF fighters killed in strike in Baghdad, sources say;US embassy attacked in Baghdad, strikes hit Iran-backed fightes;SECURITY & HUMANITARIAN: U.S., Iran-Backed Militias Exchange Attacks as War Spillover Intensifies"
624727,2026,2026-03-13,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,Jnah area of ​​Beirut's,33.871944,35.509722,0,0,0,1,1,A martyr in an Israeli airstrike that targeted a car in the Al-Janah area at night
624785,2026,2026-03-13,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,Ghazieh,33.518629,35.366317,0,0,2,2,1,1st LD Writethru: Israeli raids kill 13 across S. Lebanon as shells hit UNIFIL battalion compound
622794,2026,2026-03-13,Israel,Middle East,Israel: Palestine,Government of Israel - Hamas,Government of Israel,Hamas,Khan Yunis,31.344444,34.303056,0,2,1,3,1,"Spotlight on Terrorism and the Israeli-Palestinian Conflict (March 10-17, 2026);UPDATE 1-Israeli strikes kill four in Gaza as regional offensives escalate;Gaza civil defence says Israeli strikes kill six;Gaza civil defence says Israeli strikes kill six"
624761,2026,2026-03-13,Oman,Middle East,"Iran - Israel, United States of America","Government of Iran - Government of Israel, Government of United States of America",Government of Iran,"Government of Israel, Government of United States of America","Al Awahi industrial area, Sohar",21.0,57.0,0,0,2,2,1,"Two dead as Oman thwarts drone attack: state media;Two killed in Oman by drones, several also fired at Saudi Arabia"
626649,2026,2026-03-13,Iraq,Middle East,Iran: Kurdistan,Government of Iran - KDPI,Government of Iran,KDPI,"between the city of Mosul and the
autonomous Kurdistan region, Bashik heights of Nineveh province",36.45127,43.343695,0,2,0,2,1,"Drone strike kills two Iranian opposition members in Iraq;Drone attack kills two, injures four members of Iranian Kurdish opposition party"
622688,2026,2026-03-13,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,town of Burj Qalawi,33.26075,35.41974,0,0,2,2,1,8 martyrs in Israeli raids and targeting of two ambulance centers in Lebanon
625194,2026,2026-03-13,Iran,Middle East,"Iran - Israel, United States of America","Government of Iran - Government of Israel, Government of United States of America",Government of Iran,"Government of Israel, Government of United States of America",Tehran,35.696111,51.423056,2,0,0,2,1,"Israel says it strikes over 200 sites in Iran in past 24 hours, kills 2 intelligence officers"
625192,2026,2026-03-13,Iran,Middle East,"Iran - Israel, United States of America","Government of Iran - Government of Israel, Government of United States of America",Government of Iran,"Government of Israel, Government of United States of America",capital,35.696111,51.423056,0,0,1,1,1,Explosions near Tehran al-Quds Day march in solidarity with Palestinians;At least one killed in blast during pro-government Tehran rally : state media
622690,2026,2026-03-13,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,"Al-Rahibat neighborhood of Nabatieh, southern Lebanon",33.37717,35.48383,0,0,1,7,1,8 martyrs in Israeli raids and targeting of two ambulance centers in Lebanon
622685,2026,2026-03-13,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,Al-Hiba Projects - Al-Fawwar area in the eastern suburbs of Sidon,33.559932,35.375636,0,0,0,10,1,"8 martyrs and 9 injuries in the occupation's bombing of Sidon, southern Lebanon;Lebanese Health Ministry: Death toll from the aggression rises to 773, including 103 children"
622686,2026,2026-03-13,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,town of Bar Elias in the Bekaa Valley,33.833333,35.916667,0,0,0,2,1,"Lebanese Health Ministry: Death toll from the aggression rises to 773, including 103 children"
624079,2026,2026-03-13,Syria,Middle East,XXX652 - Civilians,XXX652 - Civilians,XXX652,Civilians,Da’el city in Daraa countryside,32.7539,36.13,0,0,1,1,3,Showing signs of torture | Body of young man found in Daraa countryside
624728,2026,2026-03-13,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,Ain Ebel,33.108056,35.400278,0,0,0,3,1,Health Ministry: 6 martyrs in the two Israeli raids on Ain Ebel and Barish
624075,2026,2026-03-13,Syria,Middle East,XXX652 - Civilians,XXX652 - Civilians,XXX652,Civilians,Al-Bassil district in Homs City,34.726818,36.723391,0,0,1,1,3,By sharp glass | Young “Alawite” stabbed to dea*th in Al-Bassil district in Homs
624786,2026,2026-03-13,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,Bint Jbeil,33.12,35.43,0,0,0,3,1,1st LD Writethru: Israeli raids kill 13 across S. Lebanon as shells hit UNIFIL battalion compound
622687,2026,2026-03-13,Israel,Middle East,Israel: Palestine,Government of Israel - Hamas,Government of Israel,Hamas,"near Mushtaha Street in the Shuja'iyya neighborhood, east of Gaza City",31.516667,34.45,0,0,1,3,1,Three Palestinians were killed by Israeli occupation forces east of Gaza City.;Israel Escalates Killings and Siege in Gaza as Part of Ongoing Genocidal Acts;Israeli strike kills three in Gaza as regional offensives escalate
624726,2026,2026-03-13,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,Al-Miyoumiya - Sidon,33.541667,35.391389,0,0,0,8,1,Bulletin: The number of martyrs in the raid on Sidon has risen to 8.
624725,2026,2026-03-13,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,Al-Sawana,33.2325,35.44,0,0,2,2,1,Two paramedics from the Scout Association and the Health Authority were martyred in the raid on Al-Sawana.
624729,2026,2026-03-13,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,"Ain Ebel
Barish in the Tyre",33.274444,35.35,0,0,0,3,1,Health Ministry: 6 martyrs in the two Israeli raids on Ain Ebel and Barish
624084,2026,2026-03-12,Syria,Middle East,XXX652 - Civilians,XXX652 - Civilians,XXX652,Civilians,Abu Al-Nasr alley in Qamhanah town in northern Hama,35.19751,36.73367,0,0,1,1,3,Security vacuum | Former regime commander shot dead in northern Hama
626616,2026,2026-03-12,Iraq,Middle East,XXX645,"Government of Iraq - Government of Israel, Government of United States of America",Government of Iraq,"Government of Israel, Government of United States of America",in Akashat near the Syrian border in Iraq's Anbar province,33.690833,39.949722,27,0,0,32,1,"Over 35 paramilitary members killed in airstrikes across Iraq;IRAQ'S SHIITE POPULAR MOBILIZATION FORCES SAYS ATTACKS ON ITS SITES KILLED 27
MEMBERS - STATEMENT;Strikes kill nine Iran-backed fighters near Iraq-Syria border: security officials"
622683,2026,2026-03-12,Israel,Middle East,Israel: Palestine,Government of Israel - Hamas,Government of Israel,Hamas,"near the Za’tara junction, south of Nablus.",32.121864,35.257159,0,2,0,2,1,"Health Ministry: Two young men killed by Israeli fire near Za'tara junction south of Nablus;Spotlight on Terrorism and the Israeli-Palestinian Conflict (March 10-17, 2026);Palestinians say Israeli gunfire kills two in West Bank;Spotlight on Terrorism – March 2026;UPDATE 1-Israeli strikes kill four in Gaza as regional offensives escalate"
622678,2026,2026-03-12,Israel,Middle East,Israel: Palestine,Government of Israel - Hamas,Government of Israel,Hamas,"Beit Lahia, north of the Gaza Strip.",31.546397,34.495142,0,0,1,1,1,A child was killed by Israeli occupation forces in the northern Gaza Strip.
622684,2026,2026-03-12,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,Faculty of Sciences at the Lebanese University in the Hadath area,33.871944,35.509722,0,0,2,2,1,"Martyrs, including children, in Israeli raids on southern Lebanon and the southern suburbs of Beirut;""Al-Jadeed"": The Dean of the Faculty of Sciences and another professor were martyred in the raid on the vicinity of the Faculty of Sciences at the Lebanese University."
625345,2026,2026-03-12,Iraq,Middle East,Iran: Kurdistan,Government of Iran - PAK,Government of Iran,PAK,erbil,36.1,44.0,0,0,0,1,1,"Iraq March 2026;FRANCE'S MACRON: CHIEF WARRANT OFFICER ARNAUD FRION DIED FOR FRANCE
DURING AN ATTACK IN ERBIL REGION OF IRAQ;French soldier killed in attack in Iraqi Kurdistan: President;French president says a French soldier was killed in an attack targeting Irbil in Iraq's
northern Kurdish region;French soldier killed in attack in Iraq: Macron;Saudi forces down drones, French soldier killed in Iraq;Iranian drone killed French soldier in Iraq's Kurdistan: commanding officer"
622682,2026,2026-03-12,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,Corniche in the Ramlet al-Bayda area of ​​the capital Beirut,33.871944,35.509722,0,0,0,12,1,Dozens of martyrs and wounded as the occupation continues to bomb various locations in Lebanon
622681,2026,2026-03-12,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,town of Arki,33.46409,35.41437,0,0,5,9,1,"Dozens of martyrs and wounded as the occupation continues to bomb various locations in Lebanon;Martyrs, including children, in Israeli raids on southern Lebanon and the southern suburbs of Beirut"
626636,2026,2026-03-12,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,north of the Litani River.,33.197668,35.355287,0,2,0,2,1,Spotlight on Terrorism – March 2026
626640,2026,2026-03-12,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,Southern Lebanon,33.197668,35.355287,0,5,0,5,1,Spotlight on Terrorism – March 2026
624731,2026,2026-03-11,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,Al-Sharqiya town,33.39972,35.41806,0,0,0,3,1,National News Agency: Three people were killed in the Eastern region and a paramedic in Kfar Tebnit as a result of Israeli airstrikes and a car being targeted in Bint Jbeil.
624770,2026,2026-03-11,Iran,Middle East,Government of Iran - Civilians,Government of Iran - Civilians,Government of Iran,Civilians,Strait of Hormuz,32.0,53.0,0,0,3,3,3,Thailand confirms three deaths from vessel attacked in Strait of Hormuz
624784,2026,2026-03-11,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,Burj al-Shemali near the southern city of Tyre,33.262463,35.238896,0,0,0,3,1,Lebanon health ministry says 8 dead in Israeli strike in east
622798,2026,2026-03-11,Israel,Middle East,Israel: Palestine,Government of Israel - Hamas,Government of Israel,Hamas,near the Haidar intersection in western Gaza City,31.516667,34.45,0,0,0,1,1,Israel Escalates Killings and Siege in Gaza as Part of Ongoing Genocidal Acts
624783,2026,2026-03-11,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,Tamnin al-Tahta,33.883047,35.991906,0,0,7,8,1,Israeli strike on east Lebanon town kills 7: health ministry;Lebanon health ministry says 8 dead in Israeli strike in east
624087,2026,2026-03-11,Syria,Middle East,XXX652 - Civilians,XXX652 - Civilians,XXX652,Civilians,train railway in outskirts of the desert,35.166667,40.283333,0,0,1,1,3,Deir Ezzor | Young man from Darnij Town kil*led and his body found on train railway
626589,2026,2026-03-11,Iraq,Middle East,XXX645,"Government of Iraq - Government of Israel, Government of United States of America",Government of Iraq,"Government of Israel, Government of United States of America",near kirkuk airport,35.468056,44.392222,3,0,0,3,1,Strike kills at least two Iraqi fighters: security sources;Over 35 paramilitary members killed in airstrikes across Iraq
626553,2026,2026-03-11,Iraq,Middle East,XXX645,"Government of Iraq - Government of Israel, Government of United States of America",Government of Iraq,"Government of Israel, Government of United States of America","Al-Suwaira, southeast of Baghdad.",32.925556,44.775833,0,0,1,1,1,"Shrapnel from bombing kills woman in Iraq: health, security officials;Shrapnel from bombing kills woman in Iraq: health, security officials"
624730,2026,2026-03-11,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,"Al-Sharqiya town
Kfar Tebnit",33.352398,35.515096,0,0,0,1,1,National News Agency: Three people were killed in the Eastern region and a paramedic in Kfar Tebnit as a result of Israeli airstrikes and a car being targeted in Bint Jbeil.
624085,2026,2026-03-11,Syria,Middle East,Syria: Islamic State,Government of Syria - IS,Government of Syria,IS,Sabha Town in Deir Ezzor countryside,35.297918,40.236533,1,0,0,1,1,Deir Ezzor | ISIS cells shoot police member dead
625190,2026,2026-03-11,Iran,Middle East,"Iran - Israel, United States of America","Government of Iran - Government of Israel, Government of United States of America",Government of Iran,"Government of Israel, Government of United States of America",Tehran neighbourhoods,35.696111,51.423056,2,0,0,2,1,Drone attacks kill security forces in Tehran: Iranian media
625191,2026,2026-03-11,Iraq,Middle East,Government of Iran - Civilians,Government of Iran - Civilians,Government of Iran,Civilians,"in the Gulf near Iraq, outside of al-basrah",29.727201,48.792875,0,0,1,1,3,"Five vessels attacked amid reports of Iranian drone boats, sea mines;ONE FOREIGN CREW MEMBER KILLED IN TANKERS ATTACK – IRAQI PORT SECURITY
OFFICIALS;One killed in attack on oil tankers off Iraq, rescue operation ongoing: authorities;One killed in attack on oil tankers off Iraq, rescue operation ongoing: authorities;Six vessels attacked amid reports of Iranian drone boats, sea mines"
622680,2026,2026-03-11,Lebanon,Middle East,"Iran - Israel, United States of America","Government of Iran - Government of Israel, Government of United States of America",Government of Iran,"Government of Israel, Government of United States of America",Aramoun area of ​​Aley district in Mount Lebanon,33.759722,35.519722,1,0,2,5,1,Dozens of martyrs and wounded as the occupation continues to bomb various locations in Lebanon;Spotlight on Terrorism – March 2026;Who is Hisham Abdel Karim Yassin? Israel assassinates a commander in Hezbollah's communications unit.
622899,2026,2026-03-11,Lebanon,Middle East,Israel: Palestine,Government of Israel - Hamas,Government of Israel,Hamas,Aisha Bakkar area in the heart of Beirut.,33.871944,35.509722,0,1,0,1,1,Hamas Military Wing Announces Death of Senior Operative; Israel eliminates 3 Hamas members operating in Lebanon
626546,2026,2026-03-11,Iraq,Middle East,Iran: Kurdistan,Government of Iran - Komalah,Government of Iran,Komalah,Zrgwezala region near the city of Sulaimaniyah,35.564964,45.432905,0,1,0,1,1,"Drone strike kills Iranian opposition member in Iraqi Kurdistan: exiled group;ONE PERSON KILLED IN SERIES OF DRONE ATTACKS ON IRANIAN KURDISH OPPOSITION
IN IRAQ'S KURDISTAN- KURDISTAN REGION SECURITY SERVICE"
624732,2026,2026-03-11,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,Qalawiyeh in the Bint Jbeil district,33.26075,35.41974,0,0,0,1,1,Ministry of Health: One citizen killed and two others injured in Israeli airstrike on Qalawiya
624759,2026,2026-03-10,Bahrain,Middle East,"Iran - Israel, United States of America","Government of Iran - Government of Israel, Government of United States of America",Government of Iran,"Government of Israel, Government of United States of America",Manama,26.236111,50.583056,0,0,1,1,1,"One killed, others injured in Iranian attack in Bahrain: ministry"
624090,2026,2026-03-10,Syria,Middle East,XXX652 - Civilians,XXX652 - Civilians,XXX652,Civilians,Sahnaya city in Rif Dimashq,33.431783,36.238099,0,0,1,1,3,Strangled to death | Young man from Druze community killed in Rif Dimashq
624209,2026,2026-03-10,Syria,Middle East,XXX652 - Civilians,XXX652 - Civilians,XXX652,Civilians,A’zaz City in northern Aleppo countryside,36.585896,37.04565,0,0,1,1,3,Mysterious circumstances | Body of young man found near National Hospital in A’zaz
624208,2026,2026-03-10,Syria,Middle East,XXX652 - Civilians,XXX652 - Civilians,XXX652,Civilians,Kurin Village in southern Idlib countryside,35.86572,36.569467,0,0,1,1,3,Hours after being reported missing | Body of young man found kil*lled in Idlib countryside
626647,2026,2026-03-10,Israel,Middle East,Israel: Palestine,Government of Israel - Hamas,Government of Israel,Hamas,al-Zawayda,31.428439,34.36595,0,1,0,1,1,Spotlight on Terrorism – March 2026
624733,2026,2026-03-10,Lebanon,Middle East,"Iran - Israel, United States of America","Government of Iran - Government of Israel, Government of United States of America",Government of Iran,"Government of Israel, Government of United States of America",Al-Awza'i,33.871944,35.509722,1,0,0,1,1,Ministry of Health: A citizen was martyred in the Israeli raid on a motorcycle in Al-Awza'i.;Spotlight on Terrorism – March 2026
626539,2026,2026-03-10,Iraq,Middle East,XXX645,"Government of Iraq - Government of Israel, Government of United States of America",Government of Iraq,"Government of Israel, Government of United States of America",Debs district in Kirkuk province.,35.680834,43.903857,4,0,0,4,1,"Strike blamed on US kills four Iran-backed fighters in Iraq: armed group;AIRSTRIKES HIT IRAQI HASHD SHAABI HEADQUARTERS NEAR KIRKUK, KILL FOUR
FIGHTERS, WOUND 12 OTHERS – SECURITY SOURCES;Strike blamed on US kills four Iran-backed fighters in Iraq: armed group;6 Iraqi paramilitary members killed in unidentified airstrike"
624210,2026,2026-03-09,Syria,Middle East,XXX652 - Civilians,XXX652 - Civilians,XXX652,Civilians,vicinity of the Faculty of Arts in the centre of Al-Raqqa City,35.952829,39.007879,0,0,1,1,3,After exec*uting him | Unidentified people kidnap body of man near Faculty of Arts in Al-Raqqa
624735,2026,2026-03-09,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,Tyre,33.27333,35.19389,0,0,0,7,1,"National News Agency: Martyrs, wounded, and widespread destruction in dawn raids on towns in the districts of Tyre and Bint Jbeil"
624737,2026,2026-03-09,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,Shebaa,33.3475,35.749167,0,0,1,1,1,"""Al-Nashra"": A municipal policeman was killed in an Israeli airstrike in the town of Shebaa."
624736,2026,2026-03-09,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,Bint Jbeil-Aitaroun public road,33.12,35.43,0,0,0,2,1,Al-Manar: Two citizens martyred as a result of an Israeli raid on their car on the Bint Jbeil-Aitaroun public road
620277,2026,2026-03-09,Israel,Middle East,Israel: Palestine,Government of Israel - Hamas,Government of Israel,Hamas,"near Kashko Street in the Zeitoun neighborhood, southeast of Gaza City.",31.516667,34.45,0,0,0,1,1,One martyr and several wounded as a result of an Israeli warplane dropping a bomb on a group of citizens in the Zeitoun neighborhood of Gaza City.
622799,2026,2026-03-09,Israel,Middle East,Israel: Palestine,Government of Israel - Hamas,Government of Israel,Hamas,"al-Sawahrah area, southwest of al-Nusseirat refugee camp",31.447656,34.392875,0,0,3,3,1,Israel Escalates Killings and Siege in Gaza as Part of Ongoing Genocidal Acts
